Document type,Open Access,Number,Authors countries,Authors,Title,Journal title,Volume,Pages,Year,Beamline(s),Facility used,Proposal number,DOI,DOI added,WoS Number,Type,Facility repository
Article from Conference in a Journal,,ESRF96DE323,,"De Panfilis S., d'Acapito F., Haas V., Konrad H., Weissmueller J., Boscherini F.",XAFS study of nanophase palladium,Materials Science Forum,195,67-72,1995.0,,,,,10.4028/www.scientific.net/MSF.195.67,WOS:A1995BE88X00012,1,ESRF
Article from Conference in a Journal,,ESRF96DE305,,"Deacon A., Habash J., Harrop S.J., Helliwell J.R., Hunter W.N., Leonard G.A., Peterson M., Hadener A., Kalb A.J., Allinson N.M., Castelli C., Moon K., McSweeney S., Gonzalez A., Thompson A.W., Ealick S., Szebenyi D.M., Walter R.",SR instrumentation for optimized anomalous scattering and high resolution structure studies of proteins and nucleic acids (invited),Review of Scientific Instruments,66,1287-1292,1995.0,BM14,,,,10.1063/1.1145956,WOS:A1995QK98100005,1,ESRF
Article from Conference in a Journal,,ESRF95DE262,,"Della Longa S., Bianconi A., Brancaccio A., Brunori M., Congiu Castellano A., Cutruzzolà F., Hazemann J.L., Missori M., Travaglini-Allocatelli C.",Conformational states of hemoproteins by XANES: the mutant VR myoglobin,Physica B,208-209,743-745,1995.0,BM32,ESRF (Grenoble),,,10.1016/0921-4526(94)01020-2,WOS:A1995QP96100296,1,ESRF
Journal article,,ESRF95DE209,,"Deschamps P., Engstroem P., Fiedler S., Riekel C., Wakatsuki S., Hoghoj P., Ziegler E.",A double multilayer monochromator at an ESRF undulator for microbeam experiments,Journal of Synchrotron Radiation,2,124-131,1995.0,ID13,ESRF (Grenoble),,,10.1107/S0909049595001592,WOS:A1995RP38000002,1,ESRF
Journal article,,ESRF96DE104,,"Deutsch M., Gang O., Hölzer G., Härtwig J., Wolf J., Fritsch M., Förster E.","L2,3 and M2,3 level widths and fluorescence yields of copper",Physical Review A,52,3661-3676,1995.0,,,,,10.1103/PhysRevA.52.3661,WOS:A1995TE17300041,1,ESRF
Journal article,,ESRF95DE112,,"Deutsch M., Hölzer G., Härtwig J., Wolf J., Fritsch M., Förster E.",Kalpha and Kbeta x-ray emission spectra of copper,Physical Review A,51,283-296,1995.0,,,,,10.1103/PhysRevA.51.283,WOS:A1995QD21900044,1,ESRF
Journal article,,ESRF95DI219,,"Diat O., Boesecke P., Ferrero C., Freund A.K., Lambard J., Heintzmann R.",Ultra-small-angle x-ray scattering with a Bonse-Hart camera on the high brilliance beamline at the ESRF,Nuclear Instruments and Methods in Physics Research A,356,566-572,1995.0,ID2,ESRF (Grenoble),,,10.1016/0168-9002(94)01253-9,WOS:A1995QM88300058,1,ESRF
Journal article,,ESRF95DR264,,"Dreher S., Zachmann H.G., Riekel C., Engstroem P.",Determination of the chain orientation in liquid crystalline polymers by means of microfocus x-ray scattering measurements,Macromolecules,28,7071-7074,1995.0,ID13,ESRF (Grenoble),,10.1021/ma00125a006,,WOS:A1995RZ44600006,1,ESRF
Book chapter,,ESRF95DU251,,"Dumas P., Chabal Y., Guenther R., Ibrahimi A.T., Petroff Y.","Vibrational characterization and electronic properties of long range-ordered, ideally hydrogen-terminated Si(111)",Progress in Surface Science,48,313-324,1995.0,,LURE (Orsay),,,,,1,ESRF
Journal article,,ESRF95EL257,,"Elleaume P., Fortgang C., Penel C., Tarazona E.",Measuring beam sizes and ultra-small electron emittances using an x-ray pinhole camera,Journal of Synchrotron Radiation,2,209-214,1995.0,,,,,10.1107/S0909049595008685,WOS:A1995TA26400001,1,ESRF
Journal article,,ESRF97EN160,,"Endicott J.A., Noble M.E.M., Garman E.F., Brown N.R., Rasmussen B., Nurse P., Johnson L.N.","The crystal structure of p13suc1, a p34cdc2-interacting cell cycle control protein",EMBO Journal,14,1004-1014,1995.0,ID2B,ESRF (Grenoble),,,10.1002/j.1460-2075.1995.tb07081.x,WOS:A1995QM73300015,1,ESRF
Article from Conference in a Journal,,ESRF95EN137,,"Engstroem P., Fiedler S., Riekel C.",Microdiffraction instrumentation and experiments on the microfocus beamline at the ESRF,Review of Scientific Instruments,66,1348-1350,1995.0,ID13,ESRF (Grenoble),,,10.1063/1.1145971,WOS:A1995QK98100021,1,ESRF
Article from Conference in a Journal,,ESRF95FA158,,"Fajardo P., Ferrer S.",Beam monitor for undulator white radiation in the hard-x-ray range,Review of Scientific Instruments,66,1879-1881,1995.0,,,,,10.1063/1.1145812,WOS:A1995QK98100185,1,ESRF
Article from Conference in a Journal,,ESRF95FA157,,"Fajardo P., Ferrer S.",Ultrahigh-vacuum-compatible position and shape monitor for high brilliance synchrotron radiation beams,Review of Scientific Instruments,66,1882-1884,1995.0,,,,,10.1063/1.1145813,WOS:A1995QK98100186,1,ESRF
Article from Conference in a Journal,,ESRF95FA153,,"Fajardo P., Rey-Bakaikoa V.",Control of six degree-of-freedom parallel manipulators for synchrotron radiation applications,Review of Scientific Instruments,66,1758-1761,1995.0,,,,,10.1063/1.1145842,WOS:A1995QK98100147,1,ESRF
Article from Conference in a Journal,,ESRF95FA122,,"Fåk B., Vettier C., Flouquet J., Lejay P., Mignot J.M.",Unusual temperature dependence of the magnetic moment in URu2Si2,Physica B,206-207,415-417,1995.0,,,,,10.1016/0921-4526(94)00476-C,WOS:000209772300127,1,ESRF
Journal article,,ESRF95FE203,,"Fell H.J., Samuelsen E.J., Als-Nielsen J., Grübel G., Mårdalen J.","Unexpected orientational effects in spin-cast, sub-micron layers of poly(alkylthiophene)s: a diffraction study with synchrotron radiation",Solid State Communications,94,843-846,1995.0,ID10,ESRF (Grenoble),,,10.1016/0038-1098(95)00167-0,WOS:A1995QX45300006,1,ESRF
Journal article,,ESRF95FE116,,"Fell H.J., Samuelsen E.J., Andersson M.R., Als-Nielsen J., Grübel G., Mårdalen J.",Structural aspects of oriented poly(octylphenylthiophene) studied in bulk and sub-micron layers by x-ray diffraction,Synthetic Metals,73,279-283,1995.0,ID10,ESRF (Grenoble),,,10.1016/0379-6779(95)80027-1,WOS:A1995RQ05500014,1,ESRF
Journal article,,ESRF96FE110,,"Feng Y.P., Sinha S.K., Fullerton E.E., Grübel G., Abernathy D.L., Siddons D.P., Hastings J.B.",X-ray Fraunhofer diffraction patterns from a thin-film waveguide,Applied Physics Letters,67,3647-3649,1995.0,ID10,ESRF (Grenoble)/NSLS (Brookhaven),,10.1063/1.115346,,WOS:A1995TJ30400043,1,ESRF
Article from Conference in a Journal,,ESRF95FE166,,"Ferrer J.L., Roth M., Fanchon E., Poupon G., Saint-Lager M.C., Bérar J.F.",Thermal bilayer monochromator crystal for a high resolution multiwavelength anomalous diffraction beamline at the European Synchrotron Radiation Facility,Review of Scientific Instruments,66,2089-2091,1995.0,BM2,ESRF (Grenoble),,,10.1063/1.1145737,WOS:A1995QK98100240,1,ESRF
Article from Conference in a Journal,,ESRF95FE147,,"Ferrer S., Comin F.",Surface diffraction beamline at ESRF,Review of Scientific Instruments,66,1674-1676,1995.0,ID3,ESRF (Grenoble),,,10.1063/1.1145879,WOS:A1995QK98100121,1,ESRF
Journal article,,ESRF95FE205,,"Ferrer S., Comin F., Fajardo P., Santoni A., Etgens V.H., Torrelles X., Formoso V.",X-ray Fraunhofer diffraction from a mirror at grazing angles,Nuclear Instruments and Methods in Physics Research B,100,536-539,1995.0,ID10,ESRF (Grenoble),,,10.1016/0168-583X(95)00367-3,WOS:A1995RG16600015,1,ESRF
Journal article,,ESRF96FE119,,"Ferrer S., Torrelles X., Etgens V.H., Van Der Vegt H.A., Alvarez J., Fajardo P., van Silfhout R.G.",Surface diffraction at ESRF: recent results,Synchrotron Radiation News,8,10-13,1995.0,ID3,ESRF (Grenoble),,,10.1080/08940889508602846,,1,ESRF
Journal article,,ESRF95FE253,,"Ferrer S., Torrelles X., Etgens V.H., Van Der Vegt H.A., Fajardo P.",Atomic structure of the c(4x2) surface reconstruction of Ge(001) as determined by x-ray diffraction,Physical Review Letters,75,1771-1774,1995.0,ID3,ESRF (Grenoble),,,10.1103/PhysRevLett.75.1771,WOS:A1995RQ99000023,1,ESRF
Journal article,,ESRF96FI327,,"Fischer H., Poser S., Arnold M.",Liquid crystalline side group block copolymers with n-butyl methacrylate as an amorphous A-block: synthesis and characterization,Macromolecules,28,6957-6962,1995.0,ID2,,,10.1021/ma00124a036,,WOS:A1995RX35700036,1,ESRF
Article from Conference in a Journal,,ESRF95FI237,,Fitch A.N.,High resolution powder diffraction studies of polycrystalline materials,Nuclear Instruments and Methods in Physics Research B,97,63-69,1995.0,BM16,ESRF (Grenoble),,,10.1016/0168-583X(94)00409-9,WOS:A1995RF15800014,1,ESRF
Non-refereed Journal,,ESRF95FI223,,Fitch A.N.,Neutrons and synchrotron radiation for structural analysis,Ricerca Scientifica ed Educazione Permanente,Supplemento 98,,1995.0,,,,,,,1,ESRF
Article from Conference in a Journal,,ESRF96FO321,,"Foerster H., Hagelstein M., Hatje U., Metz W., Ressler T.",Selected applications of time-resolved in situ investigations using dispersive x-ray absorption spectroscopy,Journal of Molecular Structure,349,199-202,1995.0,ID24,,,,10.1016/0022-2860(95)08743-F,WOS:A1995QT04000050,1,ESRF
Journal article,,ESRF95FR127,,Freund A.K.,Diamond single crystals : the ultimate monochromator material for high-power x-ray beams,Optical Engineering,34,432-440,1995.0,,,,,10.1117/12.195195,WOS:A1995QF65000017,1,ESRF
Article from Conference in a Book,,ESRF95FR240,,Freund A.K.,X-ray optics at the European Synchrotron Radiation Facility,Proceedings SPIE,2515,445-457,1995.0,,,,,,,1,ESRF
Article from Conference in a Book,,ESRF95FR254,,"Frost Jensen A., Larsen F.K., Gao Y., McCarron E.M.","True satellite reflections in the refinement of displacively modulated, composite crystal structures",,,,,,NSLS (Brookhaven),,,,,1,ESRF
Article from Conference in a Journal,,ESRF95GA181,,"Gauthier C., Goujon G., Feite S., Moguiline E., Braicovich L., Brookes N.B., Goulon J.",Modulated detection of multibeam dichroism using photodiodes,Physica B,208-209,232-234,1995.0,,,,,10.1016/0921-4526(94)01028-Y,WOS:A1995QP96100084,1,ESRF
Journal article,,ESRF95GI208,,"Giles C., Malgrange C., de Bergevin F., Goulon J., Baudelet F., Fontaine A., Vettier C., Freund A.K.",Mosaic crystals as x-ray phase plates,Nuclear Instruments and Methods in Physics Research A,361,354-357,1995.0,,LURE (Orsay),,,10.1016/0168-9002(95)00132-8,WOS:A1995RH16900043,1,ESRF
Article from Conference in a Journal,,ESRF95GI143,,"Giles C., Malgrange C., Goulon J., de Bergevin F., Vettier C., Fontaine A., Dartyge E., Pizzini S., Baudelet F., Freund A.K.",Perfect crystal and mosaic crystal quarter-wave plates for circular magnetic x-ray dichroism experiments,Review of Scientific Instruments,66,1549-1553,1995.0,,,,,10.1063/1.1145905,WOS:A1995QK98100084,1,ESRF
Article from Conference in a Journal,,ESRF95GI184,,"Giles C., Malgrange C., Goulon J., de Bergevin F., Vettier C., Fontaine A., Dartyge E., Pizzini S., Baudelet F., Freund A.K.",Tunable X-ray quarter-wave plates for X-ray magnetic circular dichroism experiments with the energy dispersive absorption spectrometer,Physica B,208-209,784-786,1995.0,,,,,10.1016/0921-4526(94)01022-S,WOS:A1995QP96100311,1,ESRF
Article from Conference in a Journal,,ESRF95GI141,,"Giles C., Vettier C., de Bergevin F., Malgrange C., Grübel G., Grossi F.",X-ray polarimetry with phase plates,Review of Scientific Instruments,66,1518-1521,1995.0,ID10,ESRF (Grenoble),,,10.1063/1.1145896,WOS:A1995QK98100074,1,ESRF
Article from Conference in a Book,,ESRF95GO241,,"Gondoin P., Freund A.K., Gougeon S., Chambure D. De, Van Katwijk K., Labergerie D., Lienert U., Schulz N.",X-ray characterization of an XMM mandrel at the European Synchrotron Radiation Facility,Proceedings SPIE,2515,70-83,1995.0,,,,10.1117/12.212578,,,1,ESRF
Journal article,,ESRF96GO114,,"Gonzalez-Alvarez A., D'Assenza G., Legrand J.F., Piau J.M.",Viscosite elongationnelle de polymeres fondus et cristallisation sous ecoulement,Comptes Rendus de l'Academie des Sciences,Serie II 320,23-28,1995.0,,,,,,WOS:A1995QC71900004,1,ESRF
Article from Conference in a Journal,,ESRF95GO178,,"Goulon J., Brookes N.B., Gauthier C., Goedkoop J.B., Goulon-Ginet C., Hagelstein M., Rogalev A.",Instrumentation development for ESRF beamlines,Physica B,208-209,199-202,1995.0,ID12/ID29/ID12,ESRF (Grenoble),,,10.1016/0921-4526(95)00833-U,WOS:A1995QP96100073,1,ESRF
Article from Conference in a Journal,,ESRF95GR177,,"Grima P., Polian A., Gauthier M., Itié J.P., Mezouar M., Weill G., Besson J.M., Häusermann D., Hanfland M.",Phase relationships in mercury telluride under high temperature and pressure,Journal of Physics and Chemistry of Solids,56,525-530,1995.0,ID9,ESRF (Grenoble),,,10.1016/0022-3697(94)00232-0,WOS:A1995QQ62500042,1,ESRF
Conference Abstract,,ESRF95GR148,,"Grübel G., Als-Nielsen J., Abernathy D.L.",The Troika beamline at ESRF (abstract),Review of Scientific Instruments,66,1687,1995.0,ID10,ESRF (Grenoble),,,,,1,ESRF
Article from Conference in a Journal,,ESRF95GR120,,"Grübel G., Als-Nielsen J., Vettier C., Gibbs D., Bohr J., Pengra D.B.",Resonant magnetic scattering in holmium at an undulator source,Journal of Magnetism and Magnetic Materials,140-144,755-756,1995.0,ID10,ESRF (Grenoble),,,10.1016/0304-8853(94)00754-3,WOS:A1995QM07400010,1,ESRF
Journal article,,ESRF09GU727,France (ESRF)/Germany,"Gutiérez A., Díaz J., Lopez M.F.",X-ray absorption spectroscopy study of pulsed-laser-evaporated amorphous carbon films,Applied Physics A,61,111-114,1995.0,,BESSY (Germany),,10.1007/BF01538374,,WOS:A1995RM56600003,1,ESRF
Journal article,,ESRF95HA220,,"Hagelstein M., Ferrero C., Hatje U., Ressler T., Metz W.",Curved crystal transmission optics for energy-dispersive x-ray absorption spectroscopy,Journal of Synchrotron Radiation,2,174-180,1995.0,,HASYLAB (Hambourg),,10.1107/S0909049595006455,,WOS:A1995RP46400002,1,ESRF
Article from Conference in a Journal,,ESRF95HA179,,"Hagelstein M., Ferrero C., Sánchez del Río M., Hatje U., Ressler T., Metz W.",XAFS with an energy-dispersive Laue monochromator,Physica B,208-209,223-224,1995.0,,HASYLAB (Hambourg),,10.1016/0921-4526(94)00838-M,,WOS:A1995QP96100080,1,ESRF
Article from Conference in a Journal,,ESRF95HA142,,"Hämäläinen K., Krisch M., Kao C.C., Caliebe W.A., Hastings J.B.",High-resolution x-ray spectrometer based on a cylindrically bent crystal in nondispersive geometry,Review of Scientific Instruments,66,1525-1527,1995.0,,,,,10.1063/1.1145898,WOS:A1995QK98100076,1,ESRF
Journal article,,ESRF95HA190,,"Hammersley A.P., Svensson S.O., Thompson A., Graafsma H., Kvick Å., Moy J.P.",Calibration and correction of distortions in two-dimensional detector systems,Review of Scientific Instruments,66,2729-2733,1995.0,ID11,,,,10.1063/1.1145618,WOS:A1995QM66900058,1,ESRF
Conference Abstract,,ESRF95HA176,,"Hammersley A.P., Svensson S.O., Thompson A., Graafsma H., Kvick Å., Moy J.P.",Calibration and correction of distortions in two-dimensional detector systems (abstract),Review of Scientific Instruments,66,2310,1995.0,,,,,,,1,ESRF
Article from Conference in a Journal,,ESRF95HA161,,"Hartman Y.A., Tarazona E., Elleaume P., Snigireva I.I., Snigirev A.A.",Emittance monitors based on Bragg-Fresnel lenses,Review of Scientific Instruments,66,1978-1980,1995.0,,ESRF (Grenoble),,,10.1063/1.1145775,WOS:A1995QK98100215,1,ESRF
Article from Conference in a Journal,,ESRF95HA183,,"Hatje U., Hagelstein M., Ressler T., Foerster H.",Application of in situ dispersive XAFS studies in catalysis,Physica B,208-209,646-648,1995.0,,HASYLAB (Hambourg),,10.1016/0921-4526(94)00885-Y,,WOS:A1995QP96100256,1,ESRF
Article from Conference in a Journal,,ESRF95HA217,,"Hazemann J.L., Nayouf K., de Bergevin F.",Modelisation by finite elements of sagittal focusing,Nuclear Instruments and Methods in Physics Research B,97,547-550,1995.0,BM32,ESRF (Grenoble)/LURE (Orsay),,10.1016/0168-583X(94)00731-4,,WOS:A1995RF15800121,1,ESRF
Article from Conference in a Journal,,ESRF95HO139,,"Hodeau J.L., Vacinova J., Garreau Y., Fontaine A., Hagelstein M., Elkaïm E., Lauriat J.P., Prat A., Wolfers P.",Diffraction anomalous fine structure measurements by using an energy/angular 'dispersive diffraction' experimental setup,Review of Scientific Instruments,66,1499-1501,1995.0,ID24,LURE (Orsay),,,10.1063/1.1145954,WOS:A1995QK98100069,1,ESRF
Article from Conference in a Journal,,ESRF95HO233,,"Hodeau J.L., Vacinova J., Wolfers P., Garreau Y., Fontaine A., Hagelstein M., Elkaïm E., Lauria J.P., Collomb A., Müller J.",Site selectivity of DAFS analysis on hexaferrite at Fe K edge by using both monochromatic optics and energy dispersive optics,Nuclear Instruments and Methods in Physics Research B,97,115-118,1995.0,ID24,LURE (Orsay),,,10.1016/0168-583X(94)00365-3,WOS:A1995RF15800025,1,ESRF
Article from Conference in a Journal,,ESRF95IB195,,"Iberl A., Schuster M., Goebel H., Meyer A., Baur B., Matz R., Snigirev A.A., Snigireva I.I., Freund A.K., Lengeler B., Heinecke H.",Micro-focus double-crystal x-ray diffractometry on III-V heterostructures grown by selective-area epitaxy,Journal of Physics D,28,A200-A205,1995.0,ID19,ESRF (Grenoble),,10.1088/0022-3727/28/4A/039,,WOS:A1995QX64000041,1,ESRF
Article from Conference in a Journal,,ESRF95KA149,,"Kao C.C., Hämäläinen K., Krisch M., Siddons D.P., Oversluizen T., Hastings J.B.",Optical design and performance of the inelastic scattering beamline at the National Synchrotron Light Source,Review of Scientific Instruments,66,1699-1702,1995.0,,NSLS (Brookhaven),,,10.1063/1.1146467,WOS:A1995QK98100129,1,ESRF
Journal article,,ESRF95KR212,,"Krisch M., Kao C.C., Sette F., Caliebe W.A., Hämäläinen K., Hastings J.B.",Evidence for a quadrupolar excitation channel at the LIII edge of gadolinium by resonant inelastic x-ray scattering,Physical Review Letters,74,4931-4934,1995.0,,NSLS (Brookhaven),,,10.1103/PhysRevLett.74.4931,WOS:A1995RC19100043,1,ESRF
Article from Conference in a Journal,,ESRF95KR150,,"Krumrey M., Kvick Å., Schweggle W.",Optics of a high power wiggler beamline at the European Synchrotron Radiation Facility,Review of Scientific Instruments,66,1715-1717,1995.0,ID11,ESRF (Grenoble),,,10.1063/1.1145827,WOS:A1995QK98100134,1,ESRF
Article from Conference in a Book,,ESRF96LA116,,"Lacroix C., Ballou R., Núñez-Regueiro M.D., Pinettes C.",Frustration effects in itinerant magnetic systems,,,,,,,,,,,1,ESRF
Journal article,,ESRF04LE154,France (ESRF)/France (not ESRF),"Le Bas J.F., Charvet A.M., Elleaume H., Bertrand B., Estève F., Spanne P., Suortti P.",Une nouvelle source de rayons X pour la recherche en imagerie medicale et en radiotherapie: le rayonnement synchrotron (A new X-ray source for medical imaging and radiotherapy research: Synchrotron radiation),Bulletin du Cancer,82 Suppl. 5,544s-548s,1995.0,ID17,ESRF (Grenoble),,,,WOS:A1995TQ51500007,1,ESRF
Article from Conference in a Book,,ESRF95LE272,,"Le Bas J.F., Elleaume H., Charvet A.M., Schulze C., Bertrand B., Spanne P., Suortti P.",Les applications en recherche medicale du rayonnement synchrotron,,,,,,ESRF (Grenoble),,,,,1,ESRF
Article from Conference in a Journal,,ESRF95LE244,,"Lebech B., Harris P., Skov Pedersen J., Mortensen K., Gregory C.I., Bernhoeft N.R., Jermy M., Brown S.A.",Magnetic phase diagram of MnSi,Journal of Magnetism and Magnetic Materials,140-144,119-120,1995.0,,,,,10.1016/0304-8853(94)01115-X,WOS:A1995QL73600052,1,ESRF
Conference Abstract,,ESRF95LE151,,"Legrand A.D., Pradervand C., Schildkamp W., Bourgeois D., Wulff M.",An ultrafast mechanical shuttering system for separating single x-ray pulses from a synchrotron (abstract),Review of Scientific Instruments,66,1721,1995.0,,,,,,,1,ESRF
Article from Conference in a Journal,,ESRF95LE152,,"Lequien S., Goirand L., Lesimple F.",Design of the anomalous scattering beamline at the European Synchrotron Radiation Facility,Review of Scientific Instruments,66,1725-1727,1995.0,ID1,ESRF (Grenoble),,,10.1063/1.1145830,WOS:A1995QK98100137,1,ESRF
